log_q,log_p,log_y,cl5_secondcity_d,cl5_smtown_d,cl5_suburban_d,cl5_urban_d,distance_oil1000,log_driver,log_hhr_age,log_hhsize,popdensity_d2,popdensity_d3,popdensity_d4,popdensity_d5,popdensity_d6,popdensity_d7,popdensity_d8,publictransit_d,share,state_fips,total_wrkr,region
6.88653135299683,0.300131618976593,11.6952466964722,0,0,1,0,2.14094996452332,0.6931471824646,3.52636051177979,1.0986123085022,0,0,1,0,0,0,0,0,0.0110140470787883,4,1,7.0
7.26554870605469,0.300237864255905,11.6952466964722,0,0,1,0,2.14094996452332,0.6931471824646,3.63758611679077,1.3862943649292,0,0,0,0,1,0,0,0,0.0160915553569794,4,2,7.0
7.07388257980347,0.299990683794022,10.7684850692749,0,0,1,0,2.14094996452332,0.6931471824646,3.58351898193359,1.3862943649292,0,0,0,0,1,0,0,0,0.0335535854101181,4,1,7.0
7.32958936691284,0.300527125597,11.1198825836182,0,1,0,0,2.14094996452332,0.6931471824646,3.68887948989868,1.3862943649292,0,0,0,0,0,0,0,0,0.0305079929530621,4,2,7.0
7.10652875900269,0.300414770841599,10.9595403671265,0,0,0,1,2.14094996452332,0.6931471824646,3.63758611679077,1.0986123085022,0,0,0,0,1,0,0,0,0.0286501459777355,4,2,7.0
7.41018390655518,0.300362855195999,11.6952466964722,0,0,1,0,2.14094996452332,1.0986123085022,3.82864141464233,1.3862943649292,0,0,0,1,0,0,0,0,0.0185980200767517,4,1,7.0
7.50922822952271,0.300364196300507,10.9595403671265,0,0,1,0,2.14094996452332,0.6931471824646,3.29583692550659,1.3862943649292,0,0,1,0,0,0,0,0,0.0428543537855148,4,1,7.0
6.73765087127686,0.300134003162384,10.8685684204102,0,0,1,0,2.14094996452332,0.6931471824646,3.68887948989868,1.0986123085022,0,0,0,1,0,0,0,0,0.0216926150023937,4,0,7.0
5.86807870864868,0.299432754516602,10.2219409942627,0,0,1,0,2.14094996452332,0.6931471824646,3.465735912323,1.3862943649292,0,0,0,0,1,0,0,0,0.0173453688621521,4,2,7.0
7.99600648880005,0.300467193126678,11.6952466964722,0,0,1,0,2.14094996452332,1.0986123085022,3.63758611679077,1.7917594909668,0,0,0,1,0,0,0,0,0.0334142334759235,4,1,7.0
